Business Name,Category,City,Area/Locality,Full Address,Pincode,Contact Number,Website Available,Website URL,Google Maps Link,Google Rating,Total Reviews,Latitude,Longitude,Business Status,Business Size,Rating Category,Has Website,Has Contact,High Rated,Popular Business,Opportunity Score,Review Group
Ssd Mobiles,Mobile Phone Store,Raigad,Uran,"Shop Number 01, MD Sualeh Apartment, Uran - Karanja Rd, near Rajpal Naka, Uran, Maharashtra 400702",400702,9870643183,NO,,https://maps.app.goo.gl/7G7UHamUSDN857FS6,3.9,24,18.87994238,72.93972956,Open,Small,Average,0,1,0,0,54.19,Low
Nr Mobile Tech,Mobile Phone Store,Raigad,Uran,"Shop No 88, Bazar Peth, Uran, Maharashtra 400702",400702,9920666821,NO,,https://maps.app.goo.gl/ML9Ei2hk7uiLU2cA9,5,19,18.87986116,72.93869959,Open,Small,Excellent,0,1,1,0,29.96,Low
New Mobile World,Mobile Phone Store,Raigad,Uran,"Palvi Hospital Gl Shop No. 1/2, First Floor, Radha Krishna Apt. Uran Rd, Uran, Opp Palvi Hosp, Navi Mumbai, Karanja, Shreeraj Nagar, Uran, Maharashtra 400702",400702,Unknown,NO,,https://maps.app.goo.gl/TW7JSY6QRKad8fnA6,4,4,18.8782369,72.93938624,Open,Small,Average,0,1,0,0,36.09,Very Low
New Mobile Spot,Mobile Phone Store,Raigad,Uran,"Shop no. 2, Radha Krishna Apartment, Uran - Karanja Rd, near Palvi hospital, Shreeraj Nagar, Uran, Maharashtra 400702",400702,9004243377,NO,,https://maps.app.goo.gl/xFB8tXnGFMF6FNJMA,5,9,18.8782369,72.93938624,Open,Small,Excellent,0,1,1,0,23.03,Very Low
Peerbakshi Auto Garage Car Accessiories & Ac Repair,Automobile Services,Raigad,Uran,"Shop No,09, Sagar Apartment, Uran - Mora Rd, Bori Pakhadi, Uran, Maharashtra 400702",400702,9594888931,NO,,https://maps.app.goo.gl/FGm72YoBTPnzb3MM9,4.9,51,18.89335774,72.93161976,Open,Medium,Excellent,0,1,1,0,41.51,Medium
Ajanta Automobiles,Automobile Services,Raigad,Uran,"Shop No 02, SKY CORRAL DRONAGREI, PLOT NO 18, Sector 50, Uran, Navin Sheva, Maharashtra 400702",400702,7738238678,NO,,https://maps.app.goo.gl/zHhBbQ34zrf76Zb69,5,5,18.87681115,72.96444842,Open,Small,Excellent,0,1,1,0,17.92,Very Low
Tissaai Automobiles,Automobile Services,Raigad,Uran,"Tissaai Building, Kotnaka, Uran, Maharashtra 400702",400702,9653278125,NO,,https://maps.app.goo.gl/G3yeRvB4JL9QoUZq7,4.3,4,18.8829288,72.94218172,Open,Small,Good,0,1,0,0,30.09,Very Low
Mohan Motors,Automobile Services,Raigad,Uran,"Dastan Phata, Opposit, Gate, Uran - Panvel Rd, Belpada, Taluka, Uran, Maharashtra 410206",400702,Unknown,NO,,https://maps.app.goo.gl/zoDZcarUaifEP3N48,4.6,35,18.92962855,73.01637325,Open,Small,Excellent,0,1,1,0,43.84,Low
Maruti Suzuki & Nexa Authorised Service - Sai Automobiles,Automobile Services,Raigad,Uran,"STATE HIGHWAY NO.56,NEAR JASAI NAKA, Uran, Jasai, Maharashtra 410206",400702,9821806806,NO,,https://maps.app.goo.gl/SyTnpwNtSLFhk3fv6,4.9,2117,18.93190182,73.01620159,Open,Popular,Excellent,0,1,1,1,78.58,Very High
Anjali Auto Spare,Automobile Services,Raigad,Uran,"VWGQ+9MJ, Anand Nagar, Uran, Maharashtra 400702",400702,9892113252,NO,,https://maps.app.goo.gl/iUYJUjYG6maNPVxZA,4.3,26,18.87749727,72.93826699,Open,Small,Good,0,1,0,0,46.96,Low
The New Brand Factory Uran,Clothing Store,Raigad,Uran,"Uran SH 54 Dronagiri, Road, Uran, Bokadvira, Navi Mumbai, Maharashtra 400702",400702,9029612855,NO,,https://maps.app.goo.gl/BKw6BE1fpe1ErhVk7,4.5,11,18.88121779,72.95637958,Open,Small,Good,0,1,1,0,34.85,Low
Fashion World,Clothing Store,Raigad,Uran,"Uran - Mora Rd, Uran, Maharashtra 400702",400702,9833945353,NO,,https://maps.app.goo.gl/Yw7BfHoS6c6JBy2W9,4.6,8,18.88203536,72.93564479,Open,Small,Excellent,0,1,1,0,29.97,Very Low
Limited Morals,Clothing Store,Raigad,Uran,"Ambience garden, Sector-15, Uran, Funde, Maharashtra 400702",400702,9324496952,NO,,https://maps.app.goo.gl/eq4rcADjghwcEMwN9,4.8,55,18.89221924,72.96588786,Open,Medium,Excellent,0,1,1,0,44.25,Medium
Purnima Matching Center,Clothing Store,Raigad,Uran,"Uran Market Rd, Uran, Maharashtra 400702",400702,9819247771,NO,,https://maps.app.goo.gl/nEzHaNtu97eM74N69,4.9,46,18.88000894,72.9386502,Open,Small,Excellent,0,1,1,0,40.5,Low
Raigad Kshetra Sarees,Clothing Store,Raigad,Uran,"bazar peth uran market road, Uran, Maharashtra 400702",400702,9930930016,NO,,https://maps.app.goo.gl/fETrFUDUfR5Nyb9e6,4.3,18,18.8828913,72.94010352,Open,Small,Good,0,1,0,0,43.44,Low
Mateshwari Fashion Wear,Clothing Store,Raigad,Uran,"VWHQ+HH4, Uran Market Rd, Uran, Maharashtra 400702",400702,8693893703,NO,,https://maps.app.goo.gl/nDGSg97XR2BVGYWk9,4,2,18.88173594,72.93862538,Open,Small,Average,0,1,0,0,30.99,Very Low
Jockey Store Uran,Clothing Store,Raigad,Uran,"Shop No 3, Mishrimal Complex, near Jari Mari Mata Mandir, Kotnaka, Uran, Maharashtra 400702",400702,8805809492,NO,,https://maps.app.goo.gl/Fzp5ch3XgpkU4i5B8,4.9,98,18.88123732,72.94057984,Open,Medium,Excellent,0,1,1,0,47.95,Medium
Patel Jewellers,Jewellery Store,Raigad,Uran,"Aisha Manzil, Dist, Kotnaka, Uran, Maharashtra 400702",400702,2231040020,YES,http://www.pateljewellers.com/,https://maps.app.goo.gl/xN63CgtW7JTevj3i8,4.9,8590,18.87979658,72.94045808,Open,Popular,Excellent,1,1,1,1,92.58,Very High
Pednekar Jewellers,Jewellery Store,Raigad,Uran,"Pednekar Building, Opp St Mary School, Bazar Peth, Uran, Maharashtra 400702",400702,9152266641,YES,https://pednekarjewellers.in/,https://maps.app.goo.gl/epfSWZnaccLG93pB7,4.2,167,18.87961469,72.93804692,Open,Medium,Good,1,1,0,1,67.24,High
P.S. Kothari Jewellers,Jewellery Store,Raigad,Uran,"Uran Market Rd, Uran, Maharashtra 400702",400702,9819075507,NO,,https://maps.app.goo.gl/36pe1pcxeSVon4UDA,4.4,120,18.8797402,72.93886039,Open,Medium,Good,0,1,0,1,59.96,High
Milan Jewellers,Jewellery Store,Raigad,Uran,"Shop No. 3, Ganpati Chowk, Madhuram Building, 4/5, Uran - Mora Rd, Uran, Maharashtra 400702",400702,9920832687,NO,,https://maps.app.goo.gl/GEZ6ft73HJQeQpqR8,4.8,16,18.87987073,72.93754037,Open,Small,Excellent,0,1,1,0,32.33,Low
Jay Mateshree Jewellers,Jewellery Store,Raigad,Uran,"new bhaji, Market Rd, Bazar Peth, Uran, Navi mumbai, Uran, Maharashtra 400702",400702,9869155697,NO,,https://maps.app.goo.gl/n6wSEpgUkm1s5MMS7,4,70,18.88039376,72.93963555,Open,Medium,Average,0,1,0,0,62.63,Medium
Navdurga Jewellers,Jewellery Store,Raigad,Uran,"Shop No. 3, Ajinkya Appartment, Market Rd, opposite Rajmandir Saree, Bazar Peth, Uran, Maharashtra 400702",400702,8879346270,NO,,https://maps.app.goo.gl/5weqEq2RBDtUrb5Z8,4.8,10,18.88021131,72.93968479,Open,Small,Excellent,0,1,1,0,27.98,Very Low
Mamta Jewellers,Jewellery Store,Raigad,Uran,"Shop 1, Ajinkya Apt, Bazar Peth, Uran, Maharashtra 400702",400702,9833802799,YES,https://mamtajewellersuran.com/?fbclid=PAAabTy5wko7I4aLmN9r_VktngjVCoiX_KvONVGOZaCxACeQlLjJFfefwY0f4_aem_AVDUZpl_zIENBysU_U9L8fLjCF7lFOGKWwA-8MuK58BC6NVIskTomlSzkVJB_QNzhME,https://maps.app.goo.gl/aEh11aayXAjLcTy26,4.5,11,18.88021722,72.93977381,Open,Small,Good,1,1,1,0,34.85,Low
Meghana Jewellers,Jewellery Store,Raigad,Uran,"Bazar Peth, Uran, Maharashtra 400702",400702,Unknown,YES,https://meghna-jewells.netlify.app/,https://maps.app.goo.gl/oTHAL8pAyZ8zGvESA,5,3,18.87958988,72.93912567,Open,Small,Excellent,1,1,1,0,13.86,Very Low
Raigad Furnishing,Furniture Store,Raigad,Uran,"Uran, Maharashtra 400702",400702,9967027545,NO,,https://maps.app.goo.gl/3bozDh68pPKNBxx29,5,3,18.87840813,72.94013437,Open,Small,Excellent,0,1,1,0,13.86,Very Low
New Maharashtra Furniture Gppb,Furniture Store,Raigad,Uran,"Shop No 1, 2, Kotnaka, Uran, Kaladhonda, Maharashtra 400702",400702,9321267391,NO,,https://maps.app.goo.gl/NHXLttM9CT3iJkTn6,4.2,5,18.8806069,72.94318847,Open,Small,Good,0,1,0,0,33.92,Very Low
Comfort Furnishings,Furniture Store,Raigad,Uran,"9&10, Anand Nagar, Uran, Maharashtra 400702",400702,9870628309,NO,,https://maps.app.goo.gl/i8uKJZRhLfFzvyyn8,5,6,18.87684895,72.93963416,Open,Small,Excellent,0,1,1,0,19.46,Very Low
M.M.Vishwakarma.,Furniture Store,Raigad,Uran,"SHOP NO-402, A-1, Nagaon Rd, Popud, Nagaon, Uran, Mhatwali, Maharashtra 400702",400702,9594360370,NO,,https://maps.app.goo.gl/LAPzge7Ps6yTEXZW9,5,1,18.87704614,72.93166668,Open,Small,Excellent,0,1,1,0,6.93,Very Low
Bake N Cake,Sweet Shop And Bakerie,Raigad,Uran,"537, Auto stand, Pansare Apartment, Wani Ali Rd, near Kegaon Road, Uran, Maharashtra 400702",400702,8657131690,NO,,https://maps.app.goo.gl/7b8YqpHbQzSkhRxc6,4.9,52,18.88129751,72.93722662,Open,Medium,Excellent,0,1,1,0,41.7,Medium
The Cake World,Sweet Shop And Bakerie,Raigad,Uran,"SHOP NO-02, MADINA COMPLEX, Karanja Rd, Uran, Maharashtra 400702",400702,9930705353,NO,,https://maps.app.goo.gl/BJNKc2MPiB8aDnvs9,4.5,22,18.87780606,72.93947583,Open,Small,Good,0,1,1,0,41.35,Low
Cake & Cream,Sweet Shop And Bakerie,Raigad,Uran,"Shop 7, Karanja Rd, opposite Saraswat Bank, Anand Nagar, Uran, Maharashtra 400702",400702,9773055505,NO,,https://maps.app.goo.gl/9CsyLpmMELbfq1yW8,4.1,90,18.87713925,72.93998788,Open,Medium,Good,0,1,0,0,63.11,Medium
Cake'S By Priyansiiii,Sweet Shop And Bakerie,Raigad,Uran,"Shop no-4, Surana Heights, plot no.78, Sector-55 Dronagiri, Dronagiri, Uran, Maharashtra 400702",400702,9137787093,NO,,https://maps.app.goo.gl/sCRxniyoPXXu9F6LA,5,14,18.86821385,72.96518357,Open,Small,Excellent,0,1,1,0,27.08,Low
Pradnya Patil Salon & Academy,Beauty Parlour & Salon,Raigad,Uran,"shop no 11, Prime plaza, Balai Rd, Uran, Maharashtra 400702",400702,9867379398,NO,,https://maps.app.goo.gl/ciyWGrPxYobimtE6A,4.7,144,18.88136503,72.93902699,Open,Medium,Excellent,0,1,1,1,55.77,High
Riva'S Beauty Salon,Beauty Parlour & Salon,Raigad,Uran,"A wing - 204, Aarsh Tower, Uran - Mora Rd, near Civil Court, Pensioners Park, Uran, Maharashtra 400702",400702,Unknown,NO,,https://maps.app.goo.gl/pi9dGR2VFxGPcw9z5,4.9,49,18.88397553,72.9357973,Open,Small,Excellent,0,1,1,0,41.12,Low
Beyond Beauty Salon,Beauty Parlour & Salon,Raigad,Uran,"Shop no, Ekdant Apartment, B-Wing, Uran - Mora Rd, beside Hanuman Temple, Uran, Maharashtra 400702",400702,9869728621,NO,,https://maps.app.goo.gl/wxxgfExVd5FUmMcC7,5,44,18.88203453,72.93514493,Open,Small,Excellent,0,1,1,0,38.07,Low
Unique Salon And Spa Unisex,Beauty Parlour & Salon,Raigad,Uran,"Shop no 1 And 2 ASHTAVINAYAK APT., HARIPANDAVPATH Mora Jetty Road, Uran, Maharashtra 400702",400702,9619650728,NO,,https://maps.app.goo.gl/nnqMKFZnpuyC7qWK7,4.3,94,18.88248403,72.93616942,Open,Medium,Good,0,1,0,0,59.54,Medium
Cut And Style Family Salon,Beauty Parlour & Salon,Raigad,Uran,"Shop No-1 Riddhi Siddhi Apt, Uran, Maharashtra 400702",400702,9326469967,NO,,https://maps.app.goo.gl/tYnwfGnQbf5dDAch9,4.5,42,18.87822835,72.93608454,Open,Small,Good,0,1,1,0,47.61,Low
Mansi Beauty Academy And Family Salon,Beauty Parlour & Salon,Raigad,Uran,"Nestor, Kalpana Building Dronagiri, near Dronagiri hospital, Uran, Navin Sheva, Maharashtra 400702",400702,9987690089,NO,,https://maps.app.goo.gl/oaAYjWnjnPmeWLXW6,5,16,18.87909679,72.95917542,Open,Small,Excellent,0,1,1,0,28.33,Low
Rani Beauty Parlour,Beauty Parlour & Salon,Raigad,Uran,"shop no 8 Plot no 125, dronagiri node, Uma imperial, Uran, Bokadvira, Navin Sheva, Maharashtra 400702",400702,Unknown,NO,,https://maps.app.goo.gl/daFw8Bi1ppu2BSzB6,4.4,15,18.87893436,72.96089204,Open,Small,Good,0,1,0,0,39.73,Low
Renu Stores,General Store,Raigad,Karjat,"Railway Station, Bazar Peth Road, near Karjat, Aamrai, Karjat, Maharashtra 410201",410201,9049049610,NO,,https://maps.app.goo.gl/V81fvYGBsfBPURNF9,4.9,205,18.91088467,73.3218775,Open,Large,Excellent,0,1,1,1,55.28,High
Paras Collection,Clothing Store,Raigad,Karjat,"Mahavir peth, Karjat, Maharashtra 410201",410201,8888445899,NO,,https://maps.app.goo.gl/ZzG6i37Df3dEDD3F8,4.4,422,18.90936189,73.32273677,Open,Large,Good,0,1,0,1,72.47,High
Satish Furniture And Electronics,Electronics Store,Raigad,Karjat,"Karjat Char Phata Rd, Halivali, Karjat, Maharashtra 410201",410201,7219539089,NO,,https://maps.app.goo.gl/PXWGd66dmmZ4ZPKn8,4.7,266,18.92350406,73.3189581,Open,Large,Excellent,0,1,1,1,61.87,High
Digi1 Karjat,Electronics Store,Raigad,Karjat,"Girivihar Residency Aamrai Road Next to HDFC Bank, Karjat West Dist, Maharashtra 410201",410201,9136641668,YES,https://www.digi1.in/,https://maps.app.goo.gl/9FiJ5e3wVfpy5oNXA,4.9,203,18.91222052,73.32487442,Open,Large,Excellent,1,1,1,1,55.18,High
Heena Ladies Choice,General Store,Raigad,Karjat,"Shop No 3, Aamrai, Karjat, Maharashtra 410201",410201,7709766906,NO,,https://maps.app.goo.gl/XbYrP4WQQ8SE6YMA6,4.8,19,18.91272711,73.32317217,Open,Small,Excellent,0,1,1,0,33.96,Low
Akashi Clothing,Clothing Store,Raigad,Karjat,"Oleander farms, Karjat - Chowk Rd, Wavarle Village, Khalapur, Wavarle, Maharashtra 410201",410201,9833371624,YES,http://www.akashi.in/,https://maps.app.goo.gl/DDkbr3gfsqvNQcRJ9,5,75,18.91656629,73.29654238,Open,Medium,Excellent,1,1,1,0,43.31,Medium
The Cake World,Sweet Shop And Bakerie,Raigad,Karjat,"Aamrai, Karjat, Maharashtra 410201",410201,8828415353,NO,,https://maps.app.goo.gl/Cp3kWFUR6gfecEgY7,4.8,200,18.91176014,73.32797841,Open,Medium,Excellent,0,1,1,1,57.03,High
Sharvi Collection,Clothing Store,Raigad,Karjat,"Shop No 5, Murbad Rd, Market, Kadav, Karjat, Maharashtra 410201",410201,8975512029,NO,,https://maps.app.goo.gl/42GpRgZUv2SUgc6c9,4.9,37,18.96402132,73.37522096,Open,Small,Excellent,0,1,1,0,38.38,Low
Global Bakery And Cake Shop,Sweet Shop And Bakerie,Raigad,Karjat,"At. Mahada Colony, Plot No 27,karjat, Mumbai, Maharashtra 410201",410201,9822610333,YES,https://in.tasbud.com/s/global-bakery-and-cake-shop/,https://maps.app.goo.gl/uSHuVeQi4mdsEZfG8,4.4,532,18.91421825,73.32743565,Open,Large,Good,1,1,0,1,74.79,Very High
Anaya Fashion Karjat,Clothing Store,Raigad,Karjat,"shop no 2, bidri menshion building, Aamrai, Karjat, Maharashtra 410201",410201,8657633288,NO,,https://maps.app.goo.gl/bzpq4dkiVSJzScjJ7,5,12,18.91287871,73.32209583,Open,Small,Excellent,0,1,1,0,25.65,Low
Rushabh Supermarket,Supermarket,Raigad,Karjat,"BMT Residency Near Hdfc bank Amrai Road, Karjat, Maharashtra 410201",410201,8369235332,NO,,https://maps.app.goo.gl/3W3j75U6w168wpgM6,4.1,293,18.91332578,73.32716018,Open,Large,Good,0,1,0,1,74.84,High
Pandit General Stores,General Store,Raigad,Karjat,"Mahavir Peth Road, near Railway Station, Karjat, Maharashtra 410201",410201,7040704041,NO,,https://maps.app.goo.gl/A5skTeVJKLgmGrGT9,4.3,10,18.91208173,73.32103864,Open,Small,Good,0,1,0,0,37.98,Very Low
Samsung Experience Store Karjat,Mobile Phone Store,Raigad,Karjat,"GF, Siddhakala, Vishal Vihar CHS, SN 13, Alankar Talkies Road, opposite Government Hospital, Aamrai, Karjat, Maharashtra 410201",410201,8080332291,YES,https://www.samsungexclusivestores.in/samsung-experience-store-karjat-mobile-phone-shop-aamrai-karjat-473760/Home,https://maps.app.goo.gl/QdFYqgEcrjf4d4X69,5,22,18.91466084,73.32483597,Open,Small,Excellent,1,1,1,0,31.35,Low
Shree Sadguru Krupa Electronics,Electronics Store,Raigad,Karjat,"Manas Apt, 9/10, West, opp. Raj Nava Cinema, Aamrai, Karjat, Maharashtra 410201",410201,8698893301,YES,https://1qlik.com/business/Electronics-and-electrical/Shree-Sadguru-Krupa-Electronics-Karjat-west.html,https://maps.app.goo.gl/9okcRVACffbhz5Cq6,4.9,53,18.91152415,73.32781254,Open,Medium,Excellent,1,1,1,0,41.89,Medium
Yashashri Sports & Fitness,General Store,Raigad,Karjat,"Shop No.11, Siddhakala, Vishal Vihar Apt., Ambedkar Chowk, Karjat, Maharashtra 410201",410201,8888071195,NO,,https://maps.app.goo.gl/2AseGtt7NsAiD9hEA,4.3,10,18.91123907,73.32336042,Open,Small,Good,0,1,0,0,37.98,Very Low
Nachiket Communication,Mobile Phone Store,Raigad,Karjat,"Shop no 4, Pratiksha Complex building, near ghumare time junction and datta redimade cloth store, near Lokhandi jeena steps, Bajarpeth, Karjat, Maharashtra 410201",410201,9028242376,YES,https://nachiket-communication.grexa.site/,https://maps.app.goo.gl/LVsnRXgZgzKban5M7,4.9,462,18.91486272,73.32159416,Open,Large,Excellent,1,1,1,1,63.38,High
Panchratna Sadi Centre,Clothing Store,Raigad,Karjat,"Nr. Jain Mandir, Mahavir Peth, Aamrai, Karjat, Maharashtra 410201",410201,9421981666,NO,,https://maps.app.goo.gl/5Sofwza8dZvngvog9,4.9,73,18.91149604,73.32181098,Open,Medium,Excellent,0,1,1,0,45.04,Medium
Trendy Store,General Store,Raigad,Karjat,"Satbhavana Building gala no 4 Near kapaleshwar Side to mayura hotel Bajarpeth, near gurukrupa dagade wadapav, Karjat, Maharashtra 410201",410201,8983310060,NO,,https://maps.app.goo.gl/PP165BMvGfmDJgMT6,4.1,7,18.91645013,73.32488894,Open,Small,Good,0,1,0,0,38.79,Very Low
Digi1 Khopoli,Electronics Store,Raigad,Khopoli,"Parshawa Plaza, opposite Rajratan Collection, Bazarpeth, Laxminagar, Khopoli, Maharashtra 410203",410203,8976711965,YES,https://www.digi1.in/,https://maps.app.goo.gl/PAoPK3XrdS9LPv1s7,4.9,1193,18.82254838,73.33536023,Open,Popular,Excellent,1,1,1,1,72.85,Very High
Arceeika Khopoli,Electronics Store,Raigad,Khopoli,"Pelia Industries, Plot No 66, Opp. To Darga Old Mumbai Pune Rd, Mulgaon Rd, Khopoli, Maharashtra 410203",410203,Unknown,NO,,https://maps.app.goo.gl/zJ9JCi8SSoEb3wAk8,4.2,91,18.82739788,73.31991337,Open,Medium,Good,0,1,0,0,61.22,Medium
Triveni Electronics & Furniture Khopoli,Electronics Store,Raigad,Khopoli,"Indira Nagar, Laxminagar, Khopoli, Maharashtra 410203",410203,8983117677,NO,,https://maps.app.goo.gl/MRiWooMNdY8FkhzV7,4.7,74,18.81252258,73.35147795,Open,Medium,Excellent,0,1,1,0,49.17,Medium
Satyam Electronics,Electronics Store,Raigad,Khopoli,"Station Road, Samaj Mandir Rd, opp. SBI BANK ATM, Laxminagar, Khopoli, Maharashtra 410203",410203,9665541293,NO,,https://maps.app.goo.gl/Y7ChqZ9ndAqZ5ZvV7,4.8,174,18.80835751,73.34814138,Open,Medium,Excellent,0,1,1,1,55.65,High
Zankar Appliances,Electronics Store,Raigad,Khopoli,"Indira Nagar, Laxminagar, Khopoli, Maharashtra 410203",410203,7841051813,NO,,https://maps.app.goo.gl/niD7Vxw9Tp39YMZ9A,4.9,1145,18.8011509,73.33884593,Open,Popular,Excellent,0,1,1,1,72.44,Very High
Pathak Electronic And Mobile Shop,Electronics Store,Raigad,Khopoli,"Shop no 4 kalpak hills 2 chinchavali shekin Station road lowjee, near iti school, Khopoli, Maharashtra 410203",410203,8329018418,NO,,https://maps.app.goo.gl/S46PFzGVnLow6vXA8,4.9,20,18.84403539,73.33091623,Open,Small,Excellent,0,1,1,0,32.45,Low
Ss Mobile,Mobile Phone Store,Raigad,Khopoli,"M G Rd, opp. KHOPOLI MASJID, Bazarpeth, Laxminagar, Khopoli, Maharashtra 410203",410203,9679959777,YES,http://www.ssmobile.com/,https://maps.app.goo.gl/K1RvUWAaDqYmxWJKA,4.9,770,18.79202475,73.34596635,Open,Large,Excellent,1,1,1,1,68.48,Very High
Aayat Mobile Shop Khopoli,Mobile Phone Store,Raigad,Khopoli,"Shop No-3, Shilphata, Yashwant Nagar, Khopoli, Maharashtra 410203",410203,8600448832,NO,,https://maps.app.goo.gl/NcVraSbkWCDA6DUY7,4.9,40,18.8059636,73.32667343,Open,Small,Excellent,0,1,1,0,39.14,Low
Pooja Telecom,Mobile Phone Store,Raigad,Khopoli,"Shop No 1/2, Laxmi Market, Shilphata, East, Khopoli, Maharashtra 410203",410203,7620316888,NO,,https://maps.app.goo.gl/BKQZq5hAZNy6Znab7,4.7,82,18.80633599,73.32507315,Open,Medium,Excellent,0,1,1,0,50.19,Medium
Star Mobile Cafe,Mobile Phone Store,Raigad,Khopoli,"M G Rd, Indira Nagar, Laxminagar, Khopoli, Maharashtra 410203",410203,8888211313,NO,,https://maps.app.goo.gl/FgkumwQZFDrKZixQ6,4.7,56,18.79268402,73.34542468,Open,Medium,Excellent,0,1,1,0,46.43,Medium
Mm Mobile Shoppee,Mobile Phone Store,Raigad,Khopoli,"Q8QR+XX9, Bazar Peth,Khopoli, Mumbai, Maharashtra 410203",410203,9326433444,NO,,https://maps.app.goo.gl/MMTDEf3J1jvCX3sp9,3.2,94,18.79658689,73.33767048,Open,Medium,Average,0,1,0,0,81.54,Medium
S.M.Mobile,Mobile Phone Store,Raigad,Khopoli,"shop no -02, Arihant Tower, stion Road, Laxminagar, Khopoli, Maharashtra 410203",410203,7977619595,NO,,https://maps.app.goo.gl/gANfg8yYzo3ZSFjN9,5,34,18.79452582,73.34601787,Open,Small,Excellent,0,1,1,0,35.55,Low
Rajeshree Mobile,Mobile Phone Store,Raigad,Khopoli,"Bazarpeth Khopoli, near JAKHOTIYA AMORIYAM, Bazarpeth, Khopoli, Maharashtra 410203",410203,9867623263,NO,,https://maps.app.goo.gl/p74qw26xZuny29td8,5,10,18.79907184,73.3435961,Open,Small,Excellent,0,1,1,0,23.98,Very Low
Sk Mobile Shop,Mobile Phone Store,Raigad,Khopoli,"Shop No 1, Ayush Building, opp. Janta Vidyalaya School, Laxminagar, Khopoli, Maharashtra 410203",410203,9172250188,NO,,https://maps.app.goo.gl/aGbvCHqcTfn3ZF4p9,5,9,18.79281881,73.34293047,Open,Small,Excellent,0,1,1,0,23.03,Very Low
Kala Telecom,Mobile Phone Store,Raigad,Khopoli,"M G Rd, opp. R.D.Complex, Laxminagar, Khopoli, Maharashtra 410203",410203,Unknown,NO,,https://maps.app.goo.gl/rff3CLNM3NJFXspF9,4.2,10,18.7926838,73.34485485,Open,Small,Good,0,1,0,0,39.98,Very Low
Ramdev Mobile Shop,Mobile Phone Store,Raigad,Khopoli,"Shilphata, Yashwant Nagar, Khopoli, Maharashtra 410203",410203,9016220327,NO,,https://maps.app.goo.gl/Fwvx3stxLoFC698f6,3.7,3,18.80764947,73.32441376,Open,Small,Average,0,1,0,0,39.86,Very Low
Royal Hyatt Collection,Clothing Store,Raigad,Khopoli,"Shastrinagar, Khopoli ST Bus Stand, Shastrinagar, Khopoli, Maharashtra 410203",410203,8855057220,NO,,https://maps.app.goo.gl/VbFTfxiXqWExzw5bA,4.2,126,18.78588439,73.34412659,Open,Medium,Good,0,1,0,1,64.44,High
Galaxy World Collection,Clothing Store,Raigad,Khopoli,"Shop No 2, yogeshwar heights, Shastrinagar, Sri Swami Samarth Nagar, Khopoli, Maharashtra 410203",410203,9136506144,NO,,https://maps.app.goo.gl/HWy5tQGHNc1HKyF28,5,10,18.78612817,73.34429825,Open,Small,Excellent,0,1,1,0,23.98,Very Low
Mauli Collection Khopoli,Clothing Store,Raigad,Khopoli,"BUILDING NO 1 FLAT NO 408, NEW NAGAR PALIKA, near SAMUEL MALL, Shri Ram Nagar, Khopoli, Maharashtra 410216",410203,8668975126,NO,,https://maps.app.goo.gl/DejzV8f23g2hmnBSA,5,37,18.796184,73.33509436,Open,Small,Excellent,0,1,1,0,36.38,Low
Dream Aura,Clothing Store,Raigad,Khopoli,"Katrang Rd, Sri Swami Samarth Nagar, Khopoli, Maharashtra 410203",410203,8766011473,NO,,https://maps.app.goo.gl/8oaqBpbpZXTHCjFS8,5,11,18.78559485,73.339494,Open,Small,Excellent,0,1,1,0,24.85,Low
Fostar Club,Clothing Store,Raigad,Khopoli,"Shop no. 3 kalpataru building,opposite Lohana hall,upper, Khopoli, Maharashtra 410203",410203,8796567222,NO,,https://maps.app.goo.gl/KfMZDvZ6GYB8AjKn9,5,34,18.7879971,73.34736018,Open,Small,Excellent,0,1,1,0,35.55,Low
Firstcry.Com Factory Outlet,Clothing Store,Raigad,Khopoli,"Shop No. 3, 4, Unimont Empire, 5 & 6, Khalapur, Yashwant Nagar, Khopoli, Maharashtra 410203",410203,7385552796,YES,https://www.firstcry.com/,https://maps.app.goo.gl/czYaDbFnt5B7BEwG9,4.8,774,18.7938776,73.33695749,Open,Large,Excellent,1,1,1,1,70.53,Very High
Options For Men,Clothing Store,Raigad,Khopoli,"Shilphata, Khopoli 410203, near S.T. Stand, Khopoli, Maharashtra 410203",410203,8766491772,NO,,https://maps.app.goo.gl/dJiNF5MX9cXRZ3gg8,4.2,41,18.80072899,73.32511364,Open,Small,Good,0,1,0,0,53.38,Low
Libaas Collection,Clothing Store,Raigad,Khopoli,"alisha arcade building, near jama masjid, shilphata, Khopoli, Maharashtra 410203",410203,Unknown,NO,,https://maps.app.goo.gl/GVxD6H97kMZQ1EcX9,5,30,18.80136898,73.32023366,Open,Small,Excellent,0,1,1,0,34.34,Low
D'Cot By Donear,Clothing Store,Raigad,Khopoli,"Samaj Mandir Rd, Bazarpeth, Laxminagar, Khopoli, Maharashtra 410203",410203,9307001534,NO,,https://maps.app.goo.gl/zx9enXSS9tBXHTjA8,5,24,18.78937847,73.34478526,Open,Small,Excellent,0,1,1,0,32.19,Low
